9,40,20,5,0|10|0,38|10|0,39|10|0-39|15|0-39|5|0,34-33-33,10,x,1-1-1,1,1,2,0,10000,10
10,80,40,5,0|20|0,79|20|0,75|20|0-75|30|0-75|10|0,34-33-33,10,x,1-1-1,1,1,2,0,10000,10
11,160,80,5,0|40|0,159|40|0,150|20|0-150|40|0-150|60|0,34-33-33,10,x,1-1-1,1,1,2,0,10000,10
12,320,160,5,0|80|0,319|80|0,319|30|0-319|80|0-319|100|0,34-33-33,10,x,1-1-1,1,1,2,0,10000,10
13,600,300,5,599|150|0,500|150|0,500|100|0-500|250|0-500|200|0,34-33-33,10,x,1-1-1,1,1,2,0,10000,10
14,800,400,5,0|400|0,799|200|0,750|300|0-750|200|0-750|250|0,34-33-33,8,x,1-1-1,1,1,2,0,10000,107


ID,X,Y,Z,A_start,D_start,P_G,W_G,Routes,midPoint,G_R,m,o,h,a,ep,seed
1,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,1,x,1-1-1,0,1,4,0,3000,0
2,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,1,x,1-1-1,1,1,2,0,3000,0
3,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,2,x,1-1-1,0,1,4,0,3000,0
4,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,2,x,1-1-1,1,1,2,0,3000,0
5,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,4,x,1-1-1,0,1,4,0,3000,0
6,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,4,x,1-1-1,1,1,2,0,3000,0
7,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,8,x,1-1-1,0,1,4,0,3000,0
8,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,8,x,1-1-1,1,1,2,0,3000,0
9,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,16,x,1-1-1,0,1,4,0,3000,0
10,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,16,x,1-1-1,1,1,2,0,3000,0
11,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,32,x,1-1-1,0,1,4,0,3000,0
12,400,200,5,0|100|0,399|100|0,370|50|0-370|100|0-370|150|0,34-33-33,32,x,1-1-1,1,1,2,0,3000,0


2,500,200,5,0|100|0,499|100|0,395|50|0-395|100|0-395|150|0,34-33-33,5,x,1-1-1,1,1,2,0,3000,0
1,500,200,5,0|100|0,499|100|0,395|50|0-395|100|0-395|150|0,34-33-33,5,x,1-1-1,0,1,4,0,3000,0



ID,X,Y,Z,A_start,D_start,P_G,W_G,Routes,midPoint,G_R,m,o,h,a,ep,seed
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0
1,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,-1,1,2,0,30,0
2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,1,1,2,0,500,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,5,x,1-1-1-1,0,1,5,0,500,0

2,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,2,x,1-1-1-1,1,1,2,0,20,0
3,500,300,5,0|150|0,499|150|0,325|100|0-325|120|0-325|140|0-325|160|0,25-25-25-25,2,x,1-1-1-1,0,1,5,0,20,0
